SA4_code,SA4_name,Week,18_19_n,19_20_n
124,Sydney - Outer West and Blue Mountains,06-Jan,3143,3762
124,Sydney - Outer West and Blue Mountains,13-Jan,3094,3370
124,Sydney - Outer West and Blue Mountains,20-Jan,3160,3198
124,Sydney - Outer West and Blue Mountains,27-Jan,3103,3044
124,Sydney - Outer West and Blue Mountains,03-Feb,3244,3300
124,Sydney - Outer West and Blue Mountains,10-Feb,3414,3108
124,Sydney - Outer West and Blue Mountains,17-Feb,3666,3366
124,Sydney - Outer West and Blue Mountains,24-Feb,3487,3686
125,Sydney - Parramatta,02-Sep,2928,3274
125,Sydney - Parramatta,09-Sep,2950,3354
125,Sydney - Parramatta,16-Sep,2971,3373
125,Sydney - Parramatta,23-Sep,3103,3194
125,Sydney - Parramatta,30-Sep,2735,3210
125,Sydney - Parramatta,07-Oct,2800,2934
125,Sydney - Parramatta,14-Oct,2784,3074
125,Sydney - Parramatta,21-Oct,2901,3048
125,Sydney - Parramatta,28-Oct,3094,3513
125,Sydney - Parramatta,04-Nov,2990,3069
125,Sydney - Parramatta,11-Nov,3025,3772
125,Sydney - Parramatta,18-Nov,3361,4573
125,Sydney - Parramatta,25-Nov,3133,3374
125,Sydney - Parramatta,02-Dec,2974,4416
125,Sydney - Parramatta,09-Dec,3048,4244
125,Sydney - Parramatta,16-Dec,3432,4451
125,Sydney - Parramatta,23-Dec,2813,3734
125,Sydney - Parramatta,30-Dec,2561,3253
125,Sydney - Parramatta,06-Jan,2502,2943
125,Sydney - Parramatta,13-Jan,2295,2656
125,Sydney - Parramatta,20-Jan,2316,2664
125,Sydney - Parramatta,27-Jan,2478,2665
125,Sydney - Parramatta,03-Feb,2560,2601
125,Sydney - Parramatta,10-Feb,2921,2825
125,Sydney - Parramatta,17-Feb,2935,2811
125,Sydney - Parramatta,24-Feb,2891,3296
126,Sydney - Ryde,02-Sep,1225,1231
126,Sydney - Ryde,09-Sep,1207,1179
126,Sydney - Ryde,16-Sep,1176,1182
126,Sydney - Ryde,23-Sep,1285,1240
126,Sydney - Ryde,30-Sep,1094,1116
126,Sydney - Ryde,07-Oct,1065,1024
126,Sydney - Ryde,14-Oct,1087,1072
126,Sydney - Ryde,21-Oct,1113,1041
126,Sydney - Ryde,28-Oct,1169,1302
126,Sydney - Ryde,04-Nov,1115,1144
126,Sydney - Ryde,11-Nov,1197,1393
126,Sydney - Ryde,18-Nov,1377,1496
126,Sydney - Ryde,25-Nov,1210,1325
126,Sydney - Ryde,02-Dec,1253,1676
126,Sydney - Ryde,09-Dec,1262,1761
126,Sydney - Ryde,16-Dec,1413,1584
126,Sydney - Ryde,23-Dec,1252,1461
126,Sydney - Ryde,30-Dec,1149,1298
126,Sydney - Ryde,06-Jan,1304,1126
126,Sydney - Ryde,13-Jan,1050,1049
126,Sydney - Ryde,20-Jan,983,960
126,Sydney - Ryde,27-Jan,1050,1023
126,Sydney - Ryde,03-Feb,1094,1071
126,Sydney - Ryde,10-Feb,1117,972
126,Sydney - Ryde,17-Feb,1169,1018
126,Sydney - Ryde,24-Feb,1183,1452
127,Sydney - South West,02-Sep,3656,3905
127,Sydney - South West,09-Sep,3572,3796
127,Sydney - South West,16-Sep,3575,3648
127,Sydney - South West,23-Sep,3595,3670
127,Sydney - South West,30-Sep,3353,3746
127,Sydney - South West,07-Oct,3285,3319
127,Sydney - South West,14-Oct,3496,3711
127,Sydney - South West,21-Oct,3544,3552
127,Sydney - South West,28-Oct,3558,4038
127,Sydney - South West,04-Nov,3587,3713
127,Sydney - South West,11-Nov,3654,4431
127,Sydney - South West,18-Nov,3786,4814
127,Sydney - South West,25-Nov,3670,4078
127,Sydney - South West,02-Dec,3561,5789
127,Sydney - South West,09-Dec,3653,5012
127,Sydney - South West,16-Dec,3913,4928
127,Sydney - South West,23-Dec,3720,4745
127,Sydney - South West,30-Dec,3167,4041
127,Sydney - South West,06-Jan,3101,3698
127,Sydney - South West,13-Jan,2891,3503
127,Sydney - South West,20-Jan,3061,3296
127,Sydney - South West,27-Jan,3123,3213
127,Sydney - South West,03-Feb,3324,3532
127,Sydney - South West,10-Feb,3435,3224
127,Sydney - South West,17-Feb,3477,3336
127,Sydney - South West,24-Feb,3483,3870
128,Sydney - Sutherland,02-Sep,1859,1958
128,Sydney - Sutherland,09-Sep,1826,1942
128,Sydney - Sutherland,16-Sep,1739,1798
128,Sydney - Sutherland,23-Sep,1899,1929
128,Sydney - Sutherland,30-Sep,1718,1886
128,Sydney - Sutherland,07-Oct,1684,1773
128,Sydney - Sutherland,14-Oct,1632,1793
128,Sydney - Sutherland,21-Oct,1742,1836
128,Sydney - Sutherland,28-Oct,1712,2026
128,Sydney - Sutherland,04-Nov,1829,1954
128,Sydney - Sutherland,11-Nov,1783,2361
128,Sydney - Sutherland,18-Nov,1961,2456
128,Sydney - Sutherland,25-Nov,1738,2032
128,Sydney - Sutherland,02-Dec,1780,3397
128,Sydney - Sutherland,09-Dec,1875,2424
128,Sydney - Sutherland,16-Dec,2097,2629
128,Sydney - Sutherland,23-Dec,1692,2611
128,Sydney - Sutherland,30-Dec,1500,2318
128,Sydney - Sutherland,06-Jan,1519,1997
128,Sydney - Sutherland,13-Jan,1387,1785
128,Sydney - Sutherland,20-Jan,1395,1582
128,Sydney - Sutherland,27-Jan,1518,1689
128,Sydney - Sutherland,03-Feb,1592,1736
128,Sydney - Sutherland,10-Feb,1680,1672
128,Sydney - Sutherland,17-Feb,1652,1629
128,Sydney - Sutherland,24-Feb,1584,2068
